Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,Pos-Summary,Name-additional
747,Brandon Lockridge,27,SDP,NL,8,3,3,34.0,10,10,0,0,0,1.000,1,28,0,0,0,2.65,1.25,OF,lockrbr01
748,Nick Lodolo,26,CIN,NL,21,21,0,115.1,11,1,9,1,0,.909,,,-1,-2,0,0.78,0.48,P,lodolni01
749,Nick Loftin,25,KCR,AL,51,39,28,341.1,160,67,89,4,21,.975,0,1,4,14,0,4.11,2.74,2B-3B-1B-OF-P,loftini01
750,Zach Logue,28,LAD,NL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,logueza01
751,Sam Long,28,KCR,AL,43,0,0,42.2,7,1,6,0,1,1.000,,,0,0,0,1.48,0.16,P,longsa01
752,Joey Loperfido,25,TOT,AL,76,69,45,604.2,158,156,2,0,0,1.000,7,15,6,11,1,2.35,2.05,OF-1B,loperjo01
753,Jack López,31,LAA,AL,27,18,11,171.0,103,40,59,4,24,.961,1,7,-1,-7,1,5.21,3.41,2B-SS-OF,lopezja03
754,Jacob Lopez,26,TBR,AL,4,1,0,10.1,1,1,0,0,0,1.000,,,-1,-19,0,0.87,0.25,P,lopezja04
755,Jorge López,31,TOT,NL,52,0,0,53.0,8,2,3,3,0,.625,,,-3,-67,0,0.85,0.10,P,lopezjo02
756,Nicky Lopez,29,CHW,AL,122,111,100,985.0,437,161,272,4,57,.991,-3,-3,-10,-12,0,3.96,3.38,2B-SS,lopezni01
757,Otto Lopez,25,MIA,NL,114,106,97,949.1,470,181,281,8,55,.983,-1,-1,8,10,-2,4.38,3.88,2B-SS-3B-OF,lopezot01
758,Pablo López,28,MIN,AL,32,32,0,185.1,25,11,13,1,1,.960,,,-2,-2,0,1.17,0.75,P,lopezpa01
759,Reynaldo López,30,ATL,NL,26,25,0,135.2,13,8,5,0,1,1.000,,,-4,-6,0,0.86,0.50,P,lopezre01
760,Michael Lorenzen,32,TOT,AL,26,24,0,130.1,22,8,12,2,4,.909,,,2,18,0,1.38,0.77,P,lorenmi01
761,Ryan Loutos,25,STL,NL,3,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,loutory01
762,Richard Lovelady,28,TOT,ZZ,35,0,0,34.1,4,2,2,0,0,1.000,,,-2,-70,0,1.05,0.11,P,lovelri01
763,Rhett Lowder,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,.667,,,0,0,0,0.59,0.33,P,lowderh01
764,Brandon Lowe,29,TBR,AL,69,64,56,555.1,281,151,130,0,35,1.000,2,4,1,2,1,4.55,3.96,2B-1B,lowebr01
765,Josh Lowe,26,TBR,AL,93,87,69,743.1,195,189,2,4,1,.979,-1,-1,-2,-3,-2,2.31,2.08,OF,lowejo01
766,Nathaniel Lowe,28,TEX,AL,138,135,134,1193.2,1080,983,92,5,73,.995,9,9,1,1,-2,8.11,7.79,1B,lowena01
767,Easton Lucas,27,TOT,AL,8,0,0,11.2,2,1,1,0,0,1.000,,,0,0,0,1.54,0.25,P,lucasea01
768,Joey Lucchesi,31,NYM,NL,2,2,0,10.1,1,0,1,0,0,1.000,,,0,0,0,0.87,0.50,P,lucchjo01
769,Marco Luciano,22,SFG,NL,18,14,9,127.0,64,25,33,6,3,.906,-5,-45,-5,-47,-1,4.11,3.22,2B-SS,luciama01
770,Seth Lugo,34,KCR,AL,33,33,1,206.2,43,14,29,0,3,1.000,,,5,5,-1,1.87,1.30,P,lugose01
771,Nathan Lukes,29,TOR,AL,21,19,17,173.0,55,50,4,1,0,.982,6,39,5,34,1,2.81,2.57,OF,lukesna01
772,Gavin Lux,26,LAD,NL,138,117,99,1054.2,453,179,265,9,68,.980,-1,-1,-2,-2,-1,3.79,3.19,2B-SS,luxga01
773,Jesús Luzardo,26,MIA,NL,12,12,0,66.2,13,3,10,0,0,1.000,,,2,6,0,1.76,1.08,P,luzarje01
774,Jordan Lyles,33,KCR,AL,5,0,0,5.0,1,1,0,0,0,1.000,,,0,0,0,1.80,0.20,P,lylesjo01
775,Daniel Lynch IV,27,KCR,AL,16,3,0,43.1,10,3,6,1,1,.900,,,0,0,0,1.87,0.56,P,lynchda02
776,Lance Lynn,37,STL,NL,23,23,0,117.1,10,5,3,2,0,.800,,,-4,-7,0,0.61,0.35,P,lynnla01
777,Manny Machado,31,SDP,NL,100,100,94,873.2,232,78,147,7,11,.970,-3,-4,2,3,2,2.32,2.25,3B,machama01
778,Josh Maciejewski,28,NYY,AL,4,0,0,7.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,maciejo01
779,Ty Madden,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.000,,,-1,-9,0,0.78,0.33,P,maddety01
780,Nick Madrigal,27,CHC,NL,47,21,14,229.0,68,21,45,2,8,.971,-3,-16,-2,-10,0,2.59,1.29,3B-2B,madrini01
781,Bligh Madris,28,DET,AL,21,19,16,171.1,145,140,5,0,12,1.000,-1,-8,2,14,0,7.62,6.90,1B-OF,madribl01
782,Kenta Maeda,36,DET,AL,29,16,0,112.1,25,13,10,2,3,.920,,,-1,-2,0,1.84,0.79,P,maedake01
783,Tyler Mahle,29,TEX,AL,3,3,0,12.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,mahlety01
784,Luke Maile,33,CIN,NL,52,44,31,381.2,421,402,18,1,0,.998,5,16,-5,-16,1,9.90,8.08,C-P,mailelu01
785,Anthony Maldonado,26,MIA,NL,16,1,0,19.0,6,2,3,1,1,.833,,,0,0,0,2.37,0.31,P,maldoan01
786,Martín Maldonado,37,CHW,AL,48,46,35,388.2,391,378,11,2,0,.995,-4,-12,-7,-22,-1,9.01,8.10,C,maldoma01
787,Justyn-Henry Malloy,24,DET,AL,23,14,6,122.1,24,24,0,0,0,1.000,1,5,-2,-19,0,1.77,1.04,OF,malloju02
788,Sean Manaea,32,NYM,NL,32,32,0,181.2,22,3,17,2,0,.909,,,0,0,0,0.99,0.63,P,manaese01
789,Matt Manning,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.000,,,-1,-7,0,0.98,0.60,P,mannima02
790,Alek Manoah,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.000,,,0,0,0,0.74,0.40,P,manoaal01
791,Joe Mantiply,33,ARI,NL,75,2,0,59.2,12,4,7,1,1,.917,,,-2,-7,0,1.66,0.15,P,mantijo01
792,Kyle Manzardo,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.000,0,3,0,0,0,5.63,2.50,1B,manzaky01
793,Rafael Marchán,25,PHI,NL,17,14,14,129.0,134,126,6,2,3,.985,2,15,1,9,1,9.21,7.76,C,marchra01
794,Manuel Margot,29,MIN,AL,113,68,38,688.1,166,163,0,3,0,.982,3,4,-3,-5,0,2.13,1.44,OF,margoma01
795,Ron Marinaccio,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,.750,,,-1,-9,0,1.16,0.19,P,marinro01
796,Cade Marlowe,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.000,0,9,0,0,0,1.71,0.57,OF,marloca01
797,Germán Márquez,29,COL,NL,1,1,0,4.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,marquge01
798,Alec Marsh,26,KCR,AL,26,25,0,129.0,24,9,11,4,0,.833,,,1,2,0,1.40,0.77,P,marshal01
799,Brandon Marsh,26,PHI,NL,133,115,84,1038.2,239,228,6,5,1,.979,-4,-4,7,8,3,2.03,1.76,OF,marshbr02
800,José Marte,28,LAA,AL,14,0,0,19.1,4,1,3,0,0,1.000,,,1,10,0,1.86,0.29,P,martejo01
801,Ketel Marte,30,ARI,NL,114,109,90,930.2,510,216,289,5,73,.990,4,5,10,13,1,4.88,4.43,2B-SS,marteke01
802,Noelvi Marte,22,CIN,NL,55,53,50,469.1,130,45,73,12,6,.908,-4,-10,-8,-20,-1,2.26,2.11,3B-2B,marteno01
803,Starling Marte,35,NYM,NL,85,80,62,680.1,146,138,6,2,2,.986,-14,-25,-6,-10,-1,1.90,1.69,OF,martest01
804,Yunior Marte,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.000,,,-2,-15,0,2.08,0.26,P,marteyu01
805,Austin Martin,25,MIN,AL,82,69,42,612.0,160,139,20,1,3,.994,-9,-17,-13,-25,-1,2.34,1.81,OF-2B,martiau01
806,Chris Martin,38,BOS,AL,45,0,0,44.1,16,8,7,1,0,.938,,,0,0,0,3.05,0.33,P,martich02
807,Davis Martin,27,CHW,AL,11,10,0,50.0,13,4,8,1,0,.923,,,2,8,0,2.16,1.09,P,martida03
808,Angel Martínez,22,CLE,AL,39,37,28,331.0,76,66,7,3,0,.961,-6,-23,-1,-3,2,1.98,1.87,OF-3B-2B,martian02
809,J.P. Martínez,28,ATL,NL,5,1,1,20.0,4,4,0,0,0,1.000,0,2,0,0,0,1.80,0.80,OF,martijp01
810,Justin Martinez,22,ARI,NL,64,0,0,72.2,9,1,7,1,0,.889,,,-1,-3,0,0.99,0.13,P,martiju01
811,Nick Martinez,33,CIN,NL,42,16,1,142.1,28,10,15,3,1,.893,,,1,1,0,1.58,0.60,P,martini01
812,Orelvis Martinez,22,TOR,AL,1,1,1,8.0,6,1,4,1,0,.833,0,-26,0,0,0,5.63,5.00,2B,martior01
813,Seth Martinez,29,HOU,AL,44,0,0,52.2,10,5,5,0,0,1.000,,,1,4,0,1.71,0.23,P,martise01
814,Nick Martini,34,CIN,NL,16,12,6,100.0,25,24,1,0,0,1.000,1,7,-1,-12,-1,2.25,1.56,OF,martini02
815,Michael Massey,26,KCR,AL,82,70,55,623.1,302,122,177,3,39,.990,0,0,0,0,-1,4.32,3.65,2B,massemi02
816,Miles Mastrobuoni,28,CHC,NL,38,25,14,230.2,102,31,68,3,10,.971,2,10,1,5,0,3.86,2.48,3B-SS-2B-OF,mastrmi01
817,Jorge Mateo,29,BAL,AL,64,57,47,505.2,228,87,137,4,25,.982,2,5,0,0,0,3.99,3.39,2B-SS-OF,mateojo01
818,Nick Maton,27,BAL,AL,3,2,0,16.0,2,0,2,0,1,1.000,0,-23,0,0,0,1.13,0.67,3B-2B,matonni01
819,Phil Maton,31,TOT,ZZ,71,0,0,64.0,9,2,7,0,0,1.000,,,0,0,0,1.27,0.13,P,matonph01
820,Luis Matos,22,SFG,NL,43,33,24,322.1,71,69,1,1,0,.986,-7,-25,0,0,2,1.95,1.63,OF,matoslu02
821,Yuki Matsui,28,SDP,NL,64,0,0,62.2,6,1,4,1,0,.833,,,-1,-3,-1,0.72,0.08,P,matsuyu01
822,Zebby Matthews,24,MIN,AL,9,9,0,37.2,10,4,5,1,0,.900,,,0,0,0,2.15,1.00,P,matthze01
823,Isaac Mattson,28,PIT,NL,3,0,0,5.1,1,0,1,0,0,1.000,,,0,0,0,1.69,0.33,P,mattsis01
824,Steven Matz,33,STL,NL,12,7,0,44.1,10,2,7,1,2,.900,,,1,5,0,1.83,0.75,P,matzst01
825,Tyler Matzek,33,ATL,NL,11,0,0,10.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,matzety01
826,Coby Mayo,22,BAL,AL,15,12,4,88.0,24,15,8,1,2,.958,-2,-29,-2,-27,0,2.35,1.44,3B-1B,mayoco01
827,Tim Mayza,32,TOT,AL,50,0,0,42.2,10,4,6,0,1,1.000,,,-2,-56,0,2.11,0.20,P,mayzati01
828,Adam Mazur,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1.000,,,1,6,0,1.34,0.63,P,mazurad01
829,James McArthur,27,KCR,AL,57,0,0,56.2,14,4,9,1,0,.929,,,3,11,0,2.06,0.23,P,mcartja01
830,James McCann,34,BAL,AL,66,63,59,560.2,564,528,28,8,2,.986,-2,-4,-5,-11,-3,8.93,8.42,C-P,mccanja02
831,Kyle McCann,26,OAK,AL,44,39,30,324.0,304,288,12,4,2,.987,-1,-4,-6,-22,0,8.33,6.82,C,mccanky01
832,Jake McCarthy,26,ARI,NL,137,116,88,1061.2,274,270,2,2,1,.993,-9,-11,-3,-3,0,2.31,1.99,OF,mccarja02
833,Darren McCaughan,28,TOT,ZZ,12,5,0,42.0,5,0,4,1,0,.800,,,0,0,0,0.86,0.33,P,mccauda01
834,Chas McCormick,29,HOU,AL,93,72,46,646.0,162,160,1,1,0,.994,4,7,-2,-3,-1,2.24,1.73,OF,mccorch01
835,Mason McCoy,29,SDP,NL,19,16,14,143.2,53,20,33,0,7,1.000,-3,-26,0,0,0,3.32,2.79,SS,mccoyma01
836,Grant McCray,23,SFG,NL,37,35,33,307.1,89,87,0,2,0,.978,-5,-20,-3,-11,-1,2.55,2.35,OF,mccragr01
837,Andrew McCutchen,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.000,0,-3,0,0,0,2.57,1.20,OF,mccutan01
838,Chayce McDermott,25,BAL,AL,1,1,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,1.00,P,mcderch01
839,Trevor McDonald,23,SFG,NL,1,0,0,3.0,1,1,0,0,0,1.000,,,1,67,1,3.00,1.00,P,mcdontr01
840,T.J. McFarland,35,OAK,AL,79,0,0,56.2,18,9,9,0,1,1.000,,,0,0,0,2.86,0.23,P,mcfartj01
841,Scott McGough,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1.000,,,0,0,0,1.10,0.15,P,mcgousc01
842,Michael McGreevy,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.000,,,1,9,0,3.13,2.00,P,mcgremi01
843,Reese McGuire,29,BOS,AL,48,41,34,361.1,397,381,10,6,2,.985,0,0,4,13,-1,9.74,8.15,C,mcguire01
844,Ryan McKenna,27,TOT,ZZ,12,5,1,42.0,14,14,0,0,0,1.000,-2,-53,0,0,0,3.00,1.17,OF,mckenry01
845,Triston McKenzie,26,CLE,AL,16,16,0,75.2,12,9,2,1,0,.917,,,-2,-5,0,1.31,0.69,P,mckentr01
846,Billy McKinney,29,PIT,NL,10,6,3,53.2,9,8,1,0,0,1.000,-2,-48,1,22,0,1.51,0.90,OF,mckinbi01
847,Zach McKinstry,29,DET,AL,107,79,44,727.1,235,84,142,9,24,.962,3,5,1,1,0,2.80,1.67,SS-3B-OF-2B-P,mckinza01
848,Ryan McMahon,29,COL,NL,152,149,142,1306.2,436,98,323,15,33,.966,11,10,10,9,0,2.90,2.77,3B,mcmahry01
849,John McMillon,26,MIA,NL,10,0,0,12.0,3,1,1,1,0,.667,,,0,0,0,1.50,0.20,P,mcmiljo01
850,Jeff McNeil,32,NYM,NL,128,117,103,1054.1,457,216,232,9,66,.980,-1,-1,1,1,1,3.82,3.25,2B-OF,mcneije01
851,Curtis Mead,23,TBR,AL,35,32,24,268.1,95,35,56,4,9,.958,-4,-17,-4,-18,0,3.05,2.53,2B-3B-1B,meadcu01
852,Parker Meadows,24,DET,AL,82,75,59,660.0,194,193,0,1,0,.995,15,28,5,9,2,2.63,2.35,OF,meadopa01
853,John Means,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1.000,,,0,0,0,0.44,0.25,P,meansjo01
854,Nick Mears,27,TOT,NL,54,0,0,57.2,4,0,4,0,0,1.000,,,-1,-20,0,0.62,0.07,P,mearsni01
855,Victor Mederos,23,LAA,AL,4,0,0,5.1,1,0,1,0,0,1.000,,,0,0,0,1.69,0.25,P,medervi01
856,Luis Medina,25,OAK,AL,8,8,0,40.0,8,4,3,1,1,.875,,,1,5,0,1.58,0.88,P,medinlu02
857,James Meeker,29,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,meekeja01
858,Trevor Megill,30,MIL,NL,48,0,0,46.1,5,2,3,0,1,1.000,,,-1,-4,-1,0.97,0.10,P,megiltr01
859,Tylor Megill,28,NYM,NL,16,15,0,78.0,18,7,11,0,1,1.000,,,2,5,0,2.08,1.13,P,megilty01
860,MJ Melendez,25,KCR,AL,123,115,82,964.2,197,193,2,2,1,.990,-8,-10,-7,-8,-2,1.82,1.57,OF-1B,melenmj01
861,Cristian Mena,21,ARI,NL,1,1,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,menacr01
862,Danny Mendick,30,CHW,AL,41,35,29,308.2,106,39,64,3,10,.972,0,0,-1,-4,0,3.00,2.51,3B-2B-P,mendida01
863,Joey Meneses,32,WSN,NL,50,49,46,431.2,387,358,29,0,39,1.000,0,1,0,0,1,8.07,7.74,1B,menesjo01
864,Michael Mercado,25,PHI,NL,5,2,0,13.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,mercami01
865,Whit Merrifield,35,TOT,NL,88,80,69,723.0,254,114,135,5,29,.980,-3,-5,-5,-8,0,3.10,2.71,2B-OF-3B,merriwh01
866,Jackson Merrill,21,SDP,NL,155,148,147,1323.1,403,392,8,3,4,.993,-2,-2,0,0,-2,2.72,2.58,OF,merrija01
867,Julian Merryweather,32,CHC,NL,15,0,0,15.0,3,2,1,0,0,1.000,,,0,0,0,1.80,0.20,P,merryju01
868,Matt Mervis,26,CHC,NL,1,0,0,1.0,1,1,0,0,0,1.000,0,0,0,0,0,9.00,0.50,P-1B,mervima01
869,Max Meyer,25,MIA,NL,11,11,0,57.0,13,8,4,1,0,.923,,,0,0,0,1.89,1.09,P,meyerma01
870,Jake Meyers,28,HOU,AL,145,126,120,1145.0,352,349,2,1,0,.997,15,15,6,6,-1,2.76,2.42,OF,meyerja02
871,Miles Mikolas,35,STL,NL,32,32,0,171.2,26,13,11,2,1,.923,,,-1,-1,0,1.26,0.75,P,mikolmi01
872,Wade Miley,37,MIL,NL,2,2,0,7.0,2,0,2,0,0,1.000,,,0,0,0,2.57,1.00,P,mileywa01
873,Drew Millas,26,WSN,NL,18,17,17,148.0,152,143,8,1,1,.993,1,6,0,0,0,9.18,8.39,C,milladr01
874,Bobby Miller,25,LAD,NL,13,13,0,56.0,4,2,2,0,0,1.000,,,0,0,0,0.64,0.31,P,millebo06
875,Bryce Miller,25,SEA,AL,31,31,0,180.1,23,11,11,1,0,.957,,,0,0,0,1.10,0.71,P,millebr04
876,Erik Miller,26,SFG,NL,73,10,0,67.1,6,0,5,1,0,.833,,,0,0,0,0.67,0.07,P,milleer01
877,Mason Miller,25,OAK,AL,55,0,0,65.0,3,2,1,0,0,1.000,,,-1,-3,0,0.42,0.05,P,millema03
878,Owen Miller,27,MIL,NL,11,7,3,55.0,57,51,6,0,6,1.000,0,-7,-1,-22,0,9.33,4.38,1B-3B-2B-P,milleow01
879,Ryan Miller,28,LAA,AL,13,0,0,13.0,2,1,1,0,0,1.000,,,1,15,0,1.38,0.15,P,millery01
880,Shelby Miller,33,DET,AL,51,0,0,55.2,2,2,0,0,0,1.000,,,-1,-4,1,0.32,0.04,P,millesh01
881,Tyson Miller,28,TOT,ZZ,58,0,0,62.0,5,3,2,0,0,1.000,,,-1,-19,0,0.73,0.09,P,millety01
882,Hoby Milner,33,MIL,NL,61,1,0,64.2,23,11,12,0,0,1.000,,,4,12,0,3.20,0.38,P,milneho01
883,A.J. Minter,30,ATL,NL,39,0,0,34.1,11,2,9,0,0,1.000,,,2,12,0,2.88,0.28,P,minteaj01
884,José Miranda,26,MIN,AL,91,85,61,723.2,240,128,106,6,15,.975,-3,-4,1,2,0,2.91,2.54,3B-1B-SS,miranjo01
885,Anthony Misiewicz,29,NYY,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,misiean01
886,Kameron Misner,26,TBR,AL,6,5,1,35.0,12,12,0,0,0,1.000,1,42,0,0,0,3.09,2.00,OF,misneka01
887,Garrett Mitchell,25,MIL,NL,60,51,37,456.2,122,119,3,0,0,1.000,3,7,6,15,3,2.40,2.03,OF,mitchga01
888,Casey Mize,27,DET,AL,22,20,0,102.1,20,6,14,0,4,1.000,,,2,4,0,1.76,0.91,P,mizeca01
889,Carmen Mlodzinski,25,PIT,NL,40,4,0,50.2,9,8,1,0,0,1.000,,,-1,-4,0,1.60,0.23,P,mlodzca01
890,Anthony Molina,22,COL,NL,35,1,0,59.2,12,8,4,0,0,1.000,,,-1,-3,0,1.81,0.34,P,molinan01
891,Sam Moll,32,CIN,NL,48,0,0,37.2,6,2,4,0,0,1.000,,,0,0,0,1.43,0.13,P,mollsa01
892,Andruw Monasterio,27,MIL,NL,51,34,22,312.0,129,51,72,6,19,.953,2,9,0,0,0,3.55,2.32,3B-2B-1B-OF,monasan01
893,Yoán Moncada,29,CHW,AL,11,11,10,86.0,31,8,21,2,4,.935,1,13,0,0,0,3.03,2.64,3B,moncayo01
894,Mickey Moniak,26,LAA,AL,117,107,89,932.0,277,270,3,4,0,.986,5,6,-4,-5,-2,2.64,2.33,OF,moniami01
895,Frankie Montas,31,TOT,NL,30,30,0,150.2,28,15,13,0,0,1.000,,,-1,-7,0,1.67,0.93,P,montafr02
896,Elehuris Montero,25,COL,NL,54,49,43,426.0,477,453,21,3,47,.994,-4,-10,-3,-8,1,10.01,8.78,1B,monteel01
897,Keider Montero,23,DET,AL,19,16,1,98.1,13,4,9,0,0,1.000,,,2,4,0,1.19,0.68,P,monteke01
898,Rafael Montero,33,HOU,AL,41,0,0,38.1,5,1,3,1,0,.800,,,-2,-10,0,0.94,0.10,P,montera01
899,Jordan Montgomery,31,ARI,NL,25,21,0,117.0,20,2,17,1,0,.950,,,-1,-2,0,1.46,0.76,P,montgjo01
900,Mason Montgomery,24,TBR,AL,9,0,0,9.2,1,0,1,0,0,1.000,,,0,0,0,0.93,0.11,P,montgma01
901,Dylan Moore,31,SEA,AL,134,108,68,992.0,401,194,202,5,28,.988,7,9,-4,-4,-2,3.59,2.40,SS-3B-2B-OF-1B,mooredy01
902,Matt Moore,35,LAA,AL,51,0,0,48.1,7,1,6,0,0,1.000,,,0,0,0,1.30,0.14,P,moorema02
903,Adrián Morejón,25,SDP,NL,60,0,0,63.2,6,1,5,0,0,1.000,,,-3,-9,0,0.85,0.10,P,morejad01
904,Christopher Morel,25,TOT,MLB,106,104,60,846.2,272,84,175,13,15,.952,-9,-13,-6,-8,0,2.75,2.44,3B-2B-OF,morelch01
905,Gabriel Moreno,24,ARI,NL,93,83,78,732.0,669,636,31,2,4,.997,5,9,10,16,1,8.20,7.10,C-3B,morenga01
906,Eli Morgan,28,CLE,AL,32,0,0,42.0,13,4,9,0,0,1.000,,,0,0,0,2.79,0.41,P,morgael01
907,Charlie Morton,40,ATL,NL,30,30,0,165.1,33,9,21,3,0,.909,,,3,4,0,1.63,1.00,P,mortoch02
908,Ryan Mountcastle,27,BAL,AL,114,108,105,981.1,937,860,74,3,57,.997,1,2,8,10,3,8.57,8.19,1B,mountry01
909,Kyle Muller,26,OAK,AL,21,0,0,49.1,10,5,4,1,0,.900,,,0,0,0,1.64,0.43,P,mulleky01
910,Cedric Mullins,29,BAL,AL,140,121,112,1090.0,274,271,2,1,0,.996,-2,-3,-5,-5,1,2.25,1.95,OF,mullice01
911,Max Muncy,33,LAD,NL,72,66,64,602.1,165,44,115,6,16,.964,2,5,5,10,0,2.38,2.21,3B,muncyma01
912,Andrés Muñoz,25,SEA,AL,60,0,0,59.1,9,0,8,1,0,.889,,,0,0,0,1.21,0.13,P,munozan01
913,Roddery Muñoz,24,MIA,NL,18,17,0,82.2,12,2,6,4,0,.667,,,0,0,0,0.87,0.44,P,munozro01
914,Sean Murphy,29,ATL,NL,69,67,63,594.0,741,709,27,5,3,.993,1,3,4,8,4,11.15,10.67,C,murphse01
915,Tom Murphy,33,SFG,NL,12,10,8,84.2,69,68,1,0,0,1.000,-2,-34,-4,-57,-2,7.33,5.75,C,murphto04
916,Joe Musgrove,31,SDP,NL,19,19,0,99.2,24,11,12,1,0,.958,,,3,6,0,2.08,1.21,P,musgrjo01
917,Parker Mushinski,28,HOU,AL,10,0,0,11.0,2,1,0,1,0,.500,,,-2,-36,0,0.82,0.10,P,mushipa01
918,Dane Myers,28,MIA,NL,39,22,11,222.0,67,59,6,2,1,.970,0,0,1,5,1,2.64,1.67,OF,myersda01
919,Tobias Myers,25,MIL,NL,27,25,0,138.0,19,10,6,3,0,.842,,,0,0,0,1.04,0.59,P,myersto01
920,Tommy Nance,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,.833,,,-2,-18,0,2.05,0.25,P,nanceto01
921,Andrew Nardi,25,MIA,NL,59,0,0,49.2,4,0,4,0,0,1.000,,,0,0,0,0.72,0.07,P,nardian01
922,Carlos Narváez,25,NYY,AL,6,4,3,35.0,42,41,1,0,0,1.000,1,28,1,34,0,10.80,7.00,C,narvaca01
923,Omar Narváez,32,NYM,NL,28,21,13,186.0,193,184,4,5,3,.974,-4,-29,-7,-45,0,9.10,6.71,C,narvaom01
924,Nick Nastrini,24,CHW,AL,9,8,0,35.2,3,1,2,0,0,1.000,,,-2,-11,0,0.76,0.33,P,nastrni01
925,Bo Naylor,24,CLE,AL,115,101,83,899.1,936,894,36,6,4,.994,3,3,11,15,1,9.31,8.09,C,naylobo01
926,Josh Naylor,27,CLE,AL,137,137,128,1205.0,1086,1008,69,9,110,.992,3,3,-6,-6,-1,8.04,7.86,1B,naylojo01
927,Jack Neely,24,CHC,NL,6,0,0,6.0,1,0,1,0,0,1.000,,,0,0,0,1.50,0.17,P,neelyja01
928,Kyle Nelson,27,ARI,NL,11,0,0,10.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,nelsoky01
929,Nick Nelson,28,PHI,NL,4,0,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,0.25,P,nelsoni01
930,Ryne Nelson,26,ARI,NL,28,25,0,150.2,17,8,8,1,0,.941,,,1,1,0,0.96,0.57,P,nelsory01
931,Héctor Neris,35,TOT,ZZ,62,0,0,59.1,10,4,4,2,0,.800,,,-2,-40,0,1.21,0.13,P,nerishe01
932,Zach Neto,23,LAA,AL,155,153,148,1332.2,654,231,405,18,103,.972,14,13,11,10,-1,4.30,4.10,SS,netoza01
933,Tyler Nevin,27,OAK,AL,80,64,24,542.0,303,261,38,4,25,.987,-7,-15,-1,-2,-1,4.96,3.22,1B-OF-3B,nevinty01
934,Sean Newcomb,31,OAK,AL,7,0,0,10.0,3,0,3,0,0,1.000,,,0,0,0,2.70,0.43,P,newcose01
935,Kevin Newman,30,ARI,NL,109,79,65,754.1,332,114,213,5,52,.985,3,4,10,15,2,3.90,2.82,SS-2B-1B-3B-OF,newmake01
936,Kyle Nicolas,25,PIT,NL,51,0,0,54.2,5,2,3,0,1,1.000,,,1,4,0,0.82,0.10,P,nicolky01
937,Tomás Nido,30,TOT,NL,48,40,29,359.0,378,357,15,6,2,.984,0,2,-2,-6,1,9.33,7.75,C,nidoto01
938,Brandon Nimmo,31,NYM,NL,147,142,108,1253.0,245,239,4,2,0,.992,3,3,-3,-2,-1,1.75,1.65,OF,nimmobr01
939,Vinny Nittoli,33,TOT,AL,9,0,0,12.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,nittovi01
940,Ryan Noda,28,OAK,AL,32,24,19,225.0,198,178,18,2,24,.990,2,11,1,5,0,7.84,6.13,1B-OF,nodary01
941,Jhonkensy Noel,22,CLE,AL,60,46,36,417.0,134,127,7,0,2,1.000,8,22,3,8,1,2.89,2.09,OF-1B,noeljh01
942,Aaron Nola,31,PHI,NL,33,33,1,199.1,28,12,16,0,2,1.000,,,1,1,0,1.26,0.85,P,nolaaa01
943,Lars Nootbaar,26,STL,NL,107,98,69,863.0,214,209,2,3,2,.986,-3,-5,0,0,-1,2.20,1.97,OF,nootbla01
944,Connor Norby,24,TOT,MLB,41,41,36,359.0,119,45,66,8,8,.933,-5,-16,-4,-13,0,2.78,2.64,3B-2B,norbyco01
945,Dedniel Núñez,28,NYM,NL,25,0,0,35.0,3,0,1,2,0,.333,,,0,0,0,0.26,0.04,P,nunezde01
